Category Name,Camera Name,View ID,X,Y,Z,heading,pitch,TrackIR Enabled,Smooth Transition,HeadShake,RetainMouseLookPosition, 	Enable Temporary Positioning,Enable Linear Transition,Linear Transition Frames,Enable Auto Davance,Limit TrackIR, 	Max TrackIR X,Max TrackIR Y,Max TrackIR Z,Min TrackIR X,Min TrackIR Y,Min TrackIR Z,Zoom,FOV,Enable FOV,Smooth Camera Joins, 	Enable Track Heading, Enable Track Pitch, CGY Offset, CGZ Offset, Enable Level Camera, Enable View Axis
Cockpit,Pilot View,1,-0.012124,0.187600,-1.177295,1.000000,2.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,TRUE,0.166052,0.222813,-1.107302,-0.175286,0.000000,-1.498897,1.000000,57.000000,TRUE,FALSE,FALSE,FALSE,0.000000,0.000000,FALSE,FALSE
